source,name,category,average_rating,price_range,latitude,longitude,description
OpenStreetMap,Bacalla Campsite,camp_site,,,10.2044147,123.6940641,
OpenStreetMap,Michell's Crashpad,hotel,,,10.2900778,123.8749672,
OpenStreetMap,Atelier Residences Condominium,apartment,,,10.319304,123.8928224,
OpenStreetMap,Live Life!,restaurant,,,10.3182016,123.8958637,
OpenStreetMap,Mike & Dioses Beachcottage Cafe,cafe,,,11.3299654,124.1217308,
OpenStreetMap,The Backstory Burger + Cafe,cafe,,,10.3111392,123.9032324,
OpenStreetMap,Tatope Travel Lodge,guest_house,,,10.1089315,123.6542833,
OpenStreetMap,Buffet 101,restaurant,,,10.3270266,123.9325299,
OpenStreetMap,Albur's All In Pizza Burger Grill,restaurant,,,10.3255444,123.9115747,
OpenStreetMap,Revilla's House,guest_house,,,11.1704197,123.7244927,
OpenStreetMap,Wingers Unlimited,restaurant,,,10.3105467,123.8957232,
OpenStreetMap,Starbucks,cafe,,,10.3191539,123.9053433,
OpenStreetMap,Borussia German Restaurant and Bakery,restaurant,,,10.7346161,124.0121453,
OpenStreetMap,Cucina Carmencita,restaurant,,,10.6226688,124.0260625,
OpenStreetMap,cebu,information,,,10.3030419,123.9863128,
OpenStreetMap,TierraNava,apartment,,,10.1154404,123.6433352,
OpenStreetMap,Top of Cebu,restaurant,,,10.3715959,123.8708977,
OpenStreetMap,Mohon,boundary_stone,,,10.5913307,123.9070846,
OpenStreetMap,Fmidc hub,guest_house,,,10.3217142,123.9253088,
OpenStreetMap,Hendy's Diner,restaurant,,,10.3333039,123.9109828,
OpenStreetMap,Son-Goha Onigirazu Donburi,restaurant,,,10.3333468,123.9110597,
OpenStreetMap,Cafe Engelberg,cafe,,,10.2848621,123.9683825,
OpenStreetMap,Double Dough Tango Pizzeria,restaurant,,,10.2849624,123.9685086,
OpenStreetMap,Cafe Cherokawa,cafe,,,10.285068,123.9686561,
OpenStreetMap,Kangaroos Place,bar,,,10.2907257,123.9902457,
OpenStreetMap,Ocean Garden,restaurant,,,10.3361998,123.9324758,
OpenStreetMap,The Coffee Bean & Tea Leaf,cafe,,,10.3202673,123.9107749,
OpenStreetMap,Palm Grass,hotel,,,10.298487,123.8999122,
OpenStreetMap,Sampan Garden Resort,yes,,,10.5119979,124.0135616,
OpenStreetMap,CoCina de la Casa,restaurant,,,10.3191648,123.898965,
OpenStreetMap,Cebu Lumpia House,restaurant,,,10.2929229,123.8987429,
OpenStreetMap,Coffee Way,cafe,,,10.3248244,123.9773896,
OpenStreetMap,Kai Restaurant,restaurant,,,10.3173323,123.8933257,
OpenStreetMap,Palmbeach Resort & Spa,resort,,,10.315992,124.0281385,
OpenStreetMap,Fiesta Bay Seafood Restaurant,restaurant,,,10.3116273,124.0230047,
OpenStreetMap,League Sports Bar,bar,,,10.3257355,123.9188209,
OpenStreetMap,"D ""New"" Inn",motel,,,10.3048822,123.9123691,
OpenStreetMap,Crown Port View Hotel,hotel,,,10.305427,123.9131475,
OpenStreetMap,Snowsheen Restaurant,restaurant,,,10.2971018,123.8977069,
OpenStreetMap,Moonrish Hostel,hostel,,,10.2971785,123.8976791,
OpenStreetMap,Sweat Gym,fitness_centre,,,10.2972683,123.8976313,
OpenStreetMap,Be One Hostel,hostel,,,11.331184,124.118545,
OpenStreetMap,The big dipper,attraction,,,10.0909516,123.6658205,
OpenStreetMap,Vegan Iligan,restaurant,,,10.309565,123.9592043,
OpenStreetMap,Hardcore Gym,fitness_centre,,,10.3218243,123.8859959,
OpenStreetMap,Sunday Hostel,hostel,,,10.3185649,123.9028255,
OpenStreetMap,Red Lizard,restaurant,,,10.3181016,123.9058027,
OpenStreetMap,Puswak Resto Bar,restaurant,,,10.955007,123.3122163,
OpenStreetMap,Tropical Breeze Hostel Cebu,hostel,,,10.3315558,123.9012883,
OpenStreetMap,Casa Andrea,hostel,,,11.1529456,123.7986064,
OpenStreetMap,Malapascua Garden Resort,hotel,,,11.3290727,124.1164036,
OpenStreetMap,Lyrics Family KTV,bar,,,10.3112342,123.8962395,
OpenStreetMap,Pochero Sa Sugbo,restaurant,,,10.3109941,123.8964514,
OpenStreetMap,Passion,bar,,,10.3111419,123.8962208,
OpenStreetMap,RJC Bamboo Resto Bar & Village,restaurant,,,10.2564408,123.8659333,
OpenStreetMap,Centrale Music Bar,bar,,,10.2522491,123.8603543,
OpenStreetMap,Vallehermoso Gymnasium,sports_centre,,,10.3360444,123.3266486,
OpenStreetMap,Traveler's Lounge,information,,,10.3035168,123.9120103,with free shuttle bus service
OpenStreetMap,Wild Geese Beach Resort,resort,,,10.3540039,123.6075649,
OpenStreetMap,Breeze Cafe & Restaurant,restaurant,,,10.3555558,123.6102297,
OpenStreetMap,Ocean Breeze Resort,resort,,,10.3554952,123.6101295,
OpenStreetMap,Cowboy Beach Resort,resort,,,10.3561044,123.610907,
OpenStreetMap,Naomi's Cafe,cafe,,,10.3565591,123.6115631,
OpenStreetMap,Estrella Del Mar,resort,,,10.3596163,123.614714,
OpenStreetMap,Estrella Del Mar,restaurant,,,10.3596666,123.6147164,
OpenStreetMap,Chateau by the Sea,hotel,,,10.3147021,124.0269811,
OpenStreetMap,uh-huh house,hotel,,,10.330965,123.9186249,
OpenStreetMap,Ma-an Coffee Factory,cafe,,,10.3432545,123.9137181,
OpenStreetMap,ALT Dormitory,hostel,,,10.2980953,123.9466602,
OpenStreetMap,ALT Fitness Gym,fitness_centre,,,10.2979844,123.9467823,
OpenStreetMap,Sheriff's Grill,restaurant,,,10.2940731,123.9454747,
OpenStreetMap,Calda Pizza,restaurant,,,10.2926483,123.9453161,
OpenStreetMap,Haruhay Dream Resort,hotel,,,10.2646317,123.9819698,
OpenStreetMap,Haruhay Restaurant,restaurant,,,10.2645557,123.9818478,
OpenStreetMap,Bleachers Barbeque,restaurant,,,10.3129963,123.9199619,
OpenStreetMap,Frankfurter Deluxe Inn,hotel,,,10.3031137,123.9025705,
OpenStreetMap,Ocean Pearl Resort,beach_resort,,,10.2646416,123.9872484,
OpenStreetMap,Allson's Inn,hotel,,,10.309465,123.90513,
OpenStreetMap,Contact Point Restobar,bar,,,10.3136256,123.8934152,
OpenStreetMap,Jazz Chillin' Restaurant & Music Lounge,restaurant,,,10.3082343,123.9012056,
OpenStreetMap,Crown Regency Residences,hotel,,,10.3242633,123.8828849,
OpenStreetMap,Karancho Beach Club,resort,,,10.2858105,123.9985506,
OpenStreetMap,MJ Square,restaurant,,,11.155884,123.8071827,
OpenStreetMap,San Roque Chapel,chalet,,,11.1637454,123.7393426,
OpenStreetMap,ramon apartment,apartment,,,10.2406422,123.7764339,
OpenStreetMap,Marcelo Fernan,memorial,,,10.3224156,123.9694234,
OpenStreetMap,Kofi Aroma & Bar,cafe,,,10.2530672,123.8559856,
OpenStreetMap,Bangketo Art & Meals,cafe,,,10.3015716,123.8942362,
OpenStreetMap,Go Pension House,guest_house,,,10.3018556,123.8942281,
OpenStreetMap,Laaw Lagoon,attraction,,,11.344778,123.9014583,
OpenStreetMap,Bebot's,cafe,,,11.3281118,124.1183302,
OpenStreetMap,A’s GuestHouse,guest_house,,,10.3099648,123.9879898,
OpenStreetMap,Azzela heights,viewpoint,,,10.2821016,123.8001647,
OpenStreetMap,La Isla Bonita,restaurant,,,11.3280398,124.116933,
OpenStreetMap,La Briana Guest House,hotel,,,11.1559941,123.8012702,
OpenStreetMap,Valleyfront Hotel,hotel,,,10.308655,123.8862528,
OpenStreetMap,Abaca Baking Company,restaurant,,,10.3301993,123.9056881,
OpenStreetMap,Oppa Cafe,cafe,,,10.3011381,123.8986118,
OpenStreetMap,The Civet Coffee,cafe,,,10.3302963,123.906201,
OpenStreetMap,Light House,restaurant,,,10.3402138,123.9111089,
OpenStreetMap,The Tavern,bar,,,10.3091113,123.9014939,
OpenStreetMap,The Mezanine Cafe,cafe,,,10.3069105,123.8995852,
OpenStreetMap,Lynn's Pension House,guest_house,,,10.3011617,123.9000242,
OpenStreetMap,Marvie's Pension House,guest_house,,,10.2978484,123.9036591,
OpenStreetMap,ENCE Pension House,guest_house,,,10.3008372,123.9027867,
OpenStreetMap,Gold Bean Coffee,cafe,,,10.3298765,123.9008541,
OpenStreetMap,MIO,restaurant,,,10.3250114,123.9071564,
OpenStreetMap,32 Umber,cafe,,,10.3219594,123.9045298,
OpenStreetMap,Lionfish backpackeur,hostel,,,11.3293376,124.1164774,
OpenStreetMap,Cafe Don Don,cafe,,,10.3284983,123.903684,
OpenStreetMap,Brique,restaurant,,,10.3291866,123.9024056,
OpenStreetMap,Krave Cafe,cafe,,,10.3294248,123.9018629,
OpenStreetMap,Crowne Garden Hotel,hotel,,,10.3296278,123.9015019,
OpenStreetMap,AA BBQ,restaurant,,,10.3297257,123.90121,
OpenStreetMap,JCA Pizza,restaurant,,,10.3301023,123.9005938,
OpenStreetMap,G-Spot,bar,,,10.3300652,123.9006547,
OpenStreetMap,Avrill’s,restaurant,,,11.3283989,124.1173154,
OpenStreetMap,Celbyrne Pension Hauz,guest_house,,,10.2520291,123.8390244,
OpenStreetMap,VF Pension House,hotel,,,10.2497524,123.8389266,
OpenStreetMap,Cafe Sam,cafe,,,10.4004633,123.99989,
OpenStreetMap,Queensland Talisay,hotel,,,10.2563097,123.8299396,
OpenStreetMap,Han Guk Kwan,restaurant,,,10.3297031,123.9006904,
OpenStreetMap,The Weekend,restaurant,,,10.3250152,123.9086082,
OpenStreetMap,Pen Cafe & Bistro,restaurant,,,10.3251265,123.9085211,
OpenStreetMap,Tom N Toms,cafe,,,10.3249514,123.9084688,
OpenStreetMap,RM Luna Grand,restaurant,,,10.2918699,123.9035958,
OpenStreetMap,Gratitude Pension,hotel,,,10.3040822,123.8973022,
OpenStreetMap,Cafe Sampaguita,cafe,,,10.2933634,123.9028978,
OpenStreetMap,Gilutongan Payag Seafood,restaurant,,,10.2096343,123.9895447,
OpenStreetMap,Gilotungan Payag Seafood,restaurant,,,10.2094869,123.9886046,
OpenStreetMap,Mc Liefz Pension House,guest_house,,,10.2984939,123.8988,
OpenStreetMap,Pitlane Restobar,bar,,,10.3322729,123.9349062,
OpenStreetMap,Maïa Beach Resort,beach_resort,,,11.1411576,123.7375658,
OpenStreetMap,Tugkaran Guest House,guest_house,,,10.3135679,123.8942079,
OpenStreetMap,Korean Recreation Area,information,,,10.2621791,123.959573,
OpenStreetMap,Pipeline,bar,,,10.331886,123.9051377,
OpenStreetMap,Divergems Hostel & Diving Center,guest_house,,,11.3299204,124.1155931,
OpenStreetMap,Stranded,bar,,,10.5667256,124.0246893,
OpenStreetMap,Pacific Tourist Inn,guest_house,,,10.2949758,123.8991343,
OpenStreetMap,Camp Bato,camp_site,,,10.0141421,123.5712668,
OpenStreetMap,Baguio de Cebu campsite,camp_site,,,10.4531274,123.8142468,
OpenStreetMap,Bella's Bites,cafe,,,10.3260489,123.9776883,
OpenStreetMap,Civet Coffee,cafe,,,10.3077252,124.0122717,
OpenStreetMap,capex,attraction,,,10.3459474,123.9445044,
OpenStreetMap,Sugbo Leisure Lodge,guest_house,,,10.3129631,123.8870319,
OpenStreetMap,HPC BEACH RESORT,beach_resort,,,11.3269117,124.116881,
OpenStreetMap,Monbase,attraction,,,10.9488699,123.3212631,
OpenStreetMap,Tingson Resort,attraction,,,10.9526886,123.3271282,
OpenStreetMap,SITOY MEMORIAL GARDENS,memorial,,,10.2605162,123.9511894,
OpenStreetMap,Friendly’s Guesthouse,guest_house,,,10.3113265,123.9017169,
OpenStreetMap,Calda Pizza,restaurant,,,10.1043234,123.6411722,
OpenStreetMap,Seattle's Best Coffee,cafe,,,10.3188675,123.9050246,
OpenStreetMap,Roof Deck - Harolds Hotel,bar,,,10.3197124,123.8991418,
OpenStreetMap,The Coffee Bean & Tea Leaf,cafe,,,10.3124166,123.9761605,
OpenStreetMap,Cafe Sarree,cafe,,,10.3172237,123.8907254,
OpenStreetMap,Lihana @ Rumkins Barbeque Restaurant,restaurant,,,10.3199865,123.9030676,
OpenStreetMap,Basic,bar,,,10.3298438,123.9097558,
OpenStreetMap,Porter Marina,attraction,,,10.3594156,124.0000788,
OpenStreetMap,Tita Marlyn's House,guest_house,,,10.3248818,123.9486434,
OpenStreetMap,Mangosix Cafe & Desserts,cafe,,,10.328839,123.902939,
OpenStreetMap,Murals Hostel & Cafe,hostel,,,10.3244161,123.9120044,
OpenStreetMap,The Daily Grind Cafe,cafe,,,10.32435,123.9120724,
OpenStreetMap,Mber.Net,internet_cafe,,,10.2847937,123.8718829,
OpenStreetMap,Saint Arnold Janseen,memorial,,,10.2821756,123.8690025,
OpenStreetMap,Apartments,apartment,,,10.3059712,123.8844609,
OpenStreetMap,Yokoks Gym,fitness_centre,,,10.3755696,123.9595241,
OpenStreetMap,White villa hostel,hostel,,,10.3472375,123.9269142,
OpenStreetMap,Michael Angelo Coffee And Tea Restaurant,cafe,,,10.316816,123.8880459,
OpenStreetMap,Sirao Pictorial Garden,attraction,,,10.4060923,123.8655351,
OpenStreetMap,KapeNaGusto,cafe,,,10.953902,123.3077628,
OpenStreetMap,Sea & Blue Jumbo,restaurant,,,10.2949012,123.9990021,
OpenStreetMap,Mactchan,restaurant,,,10.3040427,124.0072487,
OpenStreetMap,Ven,apartment,,,10.2468801,123.8394634,
OpenStreetMap,Tagay,bar,,,10.3164891,123.8872872,
OpenStreetMap,Bharat Spice,restaurant,,,10.331419,123.9084312,
OpenStreetMap,The Sharks Tail Dive Resort,dive_centre,,,11.3282658,124.1188337,
OpenStreetMap,Duyan Viewpoint,viewpoint,,,10.3630671,123.8508347,
OpenStreetMap,Chalet Campsite Babag,camp_site,,,10.3653951,123.8653981,
OpenStreetMap,Park Place Beach Resort,beach_resort,,,10.3179261,123.5822613,
OpenStreetMap,D' Rizing Star Beach Resort,beach_resort,,,10.3197713,123.5814943,
OpenStreetMap,Carsen Beach Resort,beach_resort,,,10.3204746,123.5810201,
OpenStreetMap,Tampisao Beach Resort,beach_resort,,,10.3234904,123.5803629,
OpenStreetMap,Looie Beach Resort,beach_resort,,,10.3251768,123.5806521,
OpenStreetMap,Tajao Seaside Haven Resort,beach_resort,,,10.3265827,123.5812312,
OpenStreetMap,Virgin Mary,artwork,,,10.2826654,123.732799,
OpenStreetMap,Borderside Mountain Resort,resort,,,10.4895553,123.9824727,
OpenStreetMap,WWII Foxholes,ruins,,,10.3809136,123.6600117,
OpenStreetMap,Chiringuito,restaurant,,,11.3269582,124.1124497,
OpenStreetMap,Tepanee gym,fitness_centre,,,11.3273946,124.1124828,
OpenStreetMap,A&A Pension House,guest_house,,,10.3820678,123.6428204,
OpenStreetMap,LUMINA CARCAR,apartment,,,10.1467648,123.6463124,
OpenStreetMap,Ka-Tilong Sunflower Farm,attraction,,,10.410094,123.826819,
OpenStreetMap,21 km coffee,cafe,,,10.4097902,123.8194073,
OpenStreetMap,Busay Green Canopy,restaurant,,,10.3728235,123.8734314,
OpenStreetMap,Capilla Sta. Ana Museum & Maze Garden,attraction,,,10.3700836,123.627031,
OpenStreetMap,Ocean Fresh,restaurant,,,10.385338,123.6489773,
OpenStreetMap,Herschel Cafe,cafe,,,10.3852826,123.6488604,
OpenStreetMap,Rizal Monument,memorial,,,10.374806,123.6339117,
OpenStreetMap,Giggles Island Paradise Resort,beach_resort,,,11.3171111,123.8859297,
OpenStreetMap,Willie Batindaan Resort,beach_resort,,,11.3052918,123.8987741,
OpenStreetMap,Los Compañeros,restaurant,,,10.2508965,123.8053528,
OpenStreetMap,Jom’s Vegan Haven,restaurant,,,10.3056165,123.8973169,
OpenStreetMap,Othelo's Special B,restaurant,,,10.8851079,123.3471418,
OpenStreetMap,Leon Kilat Monument,memorial,,,10.1048208,123.6412036,
OpenStreetMap,Jose Rizal Monument,memorial,,,10.105341,123.6409836,
OpenStreetMap,Wellnessland Health Institute,restaurant,,,10.3052269,123.9008819,
OpenStreetMap,RF Suites,hotel,,,10.3050598,123.8968752,
OpenStreetMap,Tokyo Table,restaurant,,,10.3266949,123.9328471,
OpenStreetMap,Harbor City,restaurant,,,10.3218495,123.9332677,
OpenStreetMap,Chika-an,restaurant,,,10.3232482,123.978688,
OpenStreetMap,Urban Deca Homes Tisa,apartment,,,10.3078403,123.8667434,
OpenStreetMap,Mr. M Restaurant,restaurant,,,10.1113236,123.6710079,
OpenStreetMap,Airbnb Apartment,apartment,,,10.3032041,123.8731766,
OpenStreetMap,Airbnb 2,apartment,,,10.2456544,123.8502824,
OpenStreetMap,Airbnb,apartment,,,10.2466891,123.8513308,
OpenStreetMap,Dolce Coffee,restaurant,,,10.3363826,123.896944,
OpenStreetMap,"Sto. Rosario, Aloguinsan",guest_house,,,10.1956022,123.6161767,
OpenStreetMap,Pangpang Bar & Restaurant,restaurant,,,11.1478393,123.7926341,
OpenStreetMap,RF Suites,hotel,,,10.3051595,123.8967572,
OpenStreetMap,Riyala Apartments,apartment,,,10.3328391,123.9344292,
OpenStreetMap,Cordova Reef Village Resort,beach_resort,,,10.2050244,123.9907929,
OpenStreetMap,Oyster Bay Restaurant,restaurant,,,10.3351428,123.950028,
OpenStreetMap,YMCA Cebu,hostel,,,10.3042453,123.895342,
OpenStreetMap,Monad Shoal,attraction,,,11.3133913,124.1947241,
OpenStreetMap,Neverland,guest_house,,,11.3419383,124.1129284,
OpenStreetMap,raince internet hub,internet_cafe,,,10.5205604,124.0247477,
OpenStreetMap,Fort's Abuhan,restaurant,,,10.5030377,123.7172786,
OpenStreetMap,KM 33 Grill,restaurant,,,10.4265373,123.7764406,
OpenStreetMap,Acrige Apartelle,apartment,,,11.0508178,124.0063461,
OpenStreetMap,Shirogi Pan de Kofi,cafe,,,10.7279401,123.8264344,
OpenStreetMap,Bantayan Burritos Company,restaurant,,,11.1555677,123.8071807,
OpenStreetMap,La Montaña Subdivision,information,,,10.4052498,123.9260741,
OpenStreetMap,Mad Monkey,hostel,,,10.3068918,123.9026511,
OpenStreetMap,Talisay Landing Memorial,memorial,,,10.2416855,123.8492523,
OpenStreetMap,Sidlak Danao,artwork,,,10.5185378,124.0289332,
OpenStreetMap,neri’s ville,information,,,10.4759681,123.8903385,
OpenStreetMap,Ich’s Place,chalet,,,10.2952669,123.8727519,
OpenStreetMap,Tiki bar restaurant,bar,,,11.1552157,123.8075702,
OpenStreetMap,Big Jel's,restaurant,,,11.1554072,123.8071364,
OpenStreetMap,Goske,restaurant,,,11.1555995,123.8066871,
OpenStreetMap,Coktails beach,bar,,,11.1518208,123.8063419,
OpenStreetMap,Carl’s Island Inn,guest_house,,,11.1521145,123.7959914,
OpenStreetMap,Pizzeria la Filomina,restaurant,,,11.1587189,123.8058564,
OpenStreetMap,Paradiso Beach Campsite,camp_site,,,11.1463216,123.7810435,
OpenStreetMap,Batayan Island Nature Park and Resort,beach_resort,,,11.2129924,123.7668801,
OpenStreetMap,Biano's Pizza,restaurant,,,10.3084676,123.7095894,
OpenStreetMap,Organico AgriBusiness Ventures Piggery Farm,attraction,,,10.0544312,123.5180864,
OpenStreetMap,Belen’s Inato,restaurant,,,10.4264296,123.7764265,
OpenStreetMap,Oyster Bay,restaurant,,,10.3353525,123.9501966,
OpenStreetMap,Jesette grill and cafe,restaurant,,,10.393357,123.984553,
OpenStreetMap,Fuel,restaurant,,,10.521378,124.0299593,
OpenStreetMap,Hukad,restaurant,,,10.5212701,124.0297407,
OpenStreetMap,May's Homestay,guest_house,,,10.3048554,123.9011034,
OpenStreetMap,Oakridge Residences,apartment,,,10.3410402,123.9049352,Vacation Rental House
OpenStreetMap,Prescilla house,guest_house,,,10.2354052,123.3163877,
OpenStreetMap,Shipwreck Beach Cafe,restaurant,,,11.3423319,124.111391,
OpenStreetMap,ABC Bancale Apartments,guest_house,,,10.3121505,124.0080938,
OpenStreetMap,Pondside Cottage Inn,guest_house,,,10.3747383,123.3319601,
OpenStreetMap,Griphon Gaming Station,internet_cafe,,,10.2836242,123.8553894,
OpenStreetMap,Mick's Eatery,cafe,,,10.3355877,123.3260433,
OpenStreetMap,Exotic,bar,,,11.3285536,124.1209931,
OpenStreetMap,Jose Rizal Monument,memorial,,,10.081219,124.1119929,
OpenStreetMap,Fat Dois,restaurant,,,10.3424702,123.9174779,
OpenStreetMap,Eric’s restaurant,restaurant,,,11.3445348,124.1102766,
OpenStreetMap,Navaja Heights Campsite,camp_site,,,10.3882774,123.7202861,
OpenStreetMap,Navaja Heights,viewpoint,,,10.3884014,123.7204137,
OpenStreetMap,Dajoa,restaurant,,,10.2853934,123.9695949,
OpenStreetMap,Glen Paran's House,guest_house,,,10.3059469,123.7337153,
OpenStreetMap,Drip and Draft,cafe,,,10.3456373,123.9092505,
OpenStreetMap,Giuseppe Pizzeria & Sicilian Roast,restaurant,,,10.3442774,123.9096237,
OpenStreetMap,Hidden Valley Infinity Pool,attraction,,,10.2710557,123.6697577,
OpenStreetMap,Hidden Valley Raging River,attraction,,,10.270939,123.6696491,
OpenStreetMap,Hidden Valley Wavepool Resort,attraction,,,10.2699644,123.6683857,
OpenStreetMap,Abaca Baking Company,cafe,,,10.3280689,123.9098613,
OpenStreetMap,Cafe Berry,cafe,,,10.3417522,123.9196421,
OpenStreetMap,Lapyahan Public Beach,beach_resort,,,11.0825334,123.9350515,
OpenStreetMap,SF Cantina Restobar & Accomodation,hotel,,,11.1509102,123.8002399,Hotel with beachbar
OpenStreetMap,Mt. Lanigid,camp_site,,,10.4623757,123.952026,
OpenStreetMap,Coffee Dream,cafe,,,10.3256551,123.9347505,
OpenStreetMap,Dakasi,restaurant,,,10.325702,123.9347064,
OpenStreetMap,Siknoy,restaurant,,,10.3257535,123.9346749,
OpenStreetMap,Veranda,restaurant,,,10.3259514,123.9345144,
OpenStreetMap,Mingla Rooms,hostel,,,10.24383,123.794151,
OpenStreetMap,Rhea's Guesthouse,apartment,,,11.1553278,123.8010413,
OpenStreetMap,IN & GO hotel,hotel,,,10.2915146,123.8593651,
OpenStreetMap,Yūshōken,restaurant,,,10.3425373,123.9180546,
OpenStreetMap,JMJ ISLAND HUB,apartment,,,11.155577,123.80027,
OpenStreetMap,Bo’s Coffee,cafe,,,10.3158388,123.978133,
OpenStreetMap,pangeas beach resort and hotel,hotel,,,10.3722212,124.008411,
OpenStreetMap,K and K Homes,apartment,,,10.3059807,123.8746578,
OpenStreetMap,Thai-Phoon,restaurant,,,11.1557237,123.8077306,
OpenStreetMap,Aroi Mak,restaurant,,,11.3277844,124.113798,
OpenStreetMap,Ristorante Angelina,restaurant,,,11.327563,124.1128644,
OpenStreetMap,Hippocampus,bar,,,11.3268854,124.1176842,
OpenStreetMap,Balay sa Busay,restaurant,,,10.3774614,123.8727031,
OpenStreetMap,Camp Sawi,viewpoint,,,11.1500776,123.7501096,
OpenStreetMap,Camp Wagi,viewpoint,,,11.1481334,123.7506642,
OpenStreetMap,Tambayan Sa Pardo,restaurant,,,10.2755427,123.8523099,
OpenStreetMap,Abuhan,restaurant,,,10.3109395,123.8964029,
OpenStreetMap,Figaro,cafe,,,10.3106266,123.8972009,
OpenStreetMap,Batiancila apartaments,apartment,,,11.1865552,123.7173258,
OpenStreetMap,Jumping cliff,viewpoint,,,11.3468337,124.1062738,A 12m cliff to see the sunset and jump directly into the sea
OpenStreetMap,Barakada budget room,hostel,,,10.3236705,123.9161651,
OpenStreetMap,Insikwate,cafe,,,10.4893497,123.4000136,We process Cacao seeds to Cacao Tablea...
OpenStreetMap,Grezbell Restaurant,restaurant,,,11.1665729,123.7179792,
OpenStreetMap,"Tol! Sugba, Kambingan, Larangan atbp.",restaurant,,,10.3134244,123.8900067,
OpenStreetMap,1878 Restaurant,restaurant,,,10.1070217,123.6407868,
OpenStreetMap,Cristo Rey Monument,artwork,,,10.1057393,123.6407311,
OpenStreetMap,Painted House,yes,,,10.1023653,123.642465,
OpenStreetMap,Capilla de Cofradia de San Jose de Luanluan,attraction,,,10.1071009,123.6412033,
OpenStreetMap,Assumption of Mary Monument,artwork,,,10.1054151,123.6405428,
OpenStreetMap,Night beer garden,bar,,,10.1036648,123.6403762,
OpenStreetMap,Night beer garden,bar,,,10.1030736,123.6402704,
OpenStreetMap,St. Lazarus Catholic Cemetery,memorial,,,10.0966598,123.6382201,
OpenStreetMap,Molocaboc Island,viewpoint,,,10.9585461,123.564133,
OpenStreetMap,Bonchon Chicken,restaurant,,,10.3133341,123.97703,
OpenStreetMap,Pool,information,,,10.3258847,123.8490068,
OpenStreetMap,Megs Restobar,restaurant,,,10.491776,123.3906801,
OpenStreetMap,Kapehan sa Pantawan,cafe,,,10.4851142,123.4134827,
OpenStreetMap,Sis House,apartment,,,10.2830553,123.9509305,
OpenStreetMap,MB Balbacua,restaurant,,,10.4860576,123.4074245,
OpenStreetMap,Marino Bungalows,guest_house,,,11.1534787,123.8035167,
OpenStreetMap,Soba Kamakura,restaurant,,,10.3473543,123.9292508,
OpenStreetMap,Turning Wheels Craft Brewery (new location),bar,,,10.3198466,123.9135034,
OpenStreetMap,Lagaan,guest_house,,,10.6379791,123.3617422,
OpenStreetMap,Kekoy Lodge,hotel,,,11.2740499,124.0615745,
OpenStreetMap,пляж,guest_house,,,10.4895908,123.7056811,
OpenStreetMap,NeoNeo,restaurant,,,10.3251666,123.914257,
OpenStreetMap,Dae Ga,restaurant,,,10.3265324,123.9329033,
OpenStreetMap,Fizeek Fitness and Yoga Center,fitness_centre,,,10.3000794,123.9062591,
OpenStreetMap,Green One Hotel Mactan,hotel,,,10.2571778,123.9694611,
OpenStreetMap,StopOver Hostel,hostel,,,10.3167278,123.9683913,
OpenStreetMap,Bridge lookout,viewpoint,,,10.3272257,123.9661252,
OpenStreetMap,Local restaurant,restaurant,,,10.2970809,123.8987432,
OpenStreetMap,Café triBU,cafe,,,10.3056483,123.8968796,
OpenStreetMap,Nomad's Hub,hostel,,,10.3056028,123.8977274,
OpenStreetMap,Hotel 43,resort,,,10.2398275,123.8385812,
OpenStreetMap,Gorden Park,park,,,10.239842,123.8385964,
OpenStreetMap,Dorbe's kan-anan,restaurant,,,10.2398523,123.8386662,
OpenStreetMap,The 8th Mug Dine & Brew,cafe,,,10.3164981,123.8921889,
OpenStreetMap,Jacynth Urban Hotel,hotel,,,10.2958332,123.9042064,
OpenStreetMap,Country Corner guest house,guest_house,,,11.1563067,123.8074422,
OpenStreetMap,The Partridge Guesthouse,guest_house,,,10.3182708,123.9019779,
OpenStreetMap,Queen sland motel,hostel,,,10.3107566,123.9595818,
OpenStreetMap,Magellan's Cross,yes,,,10.2935694,123.9019583,
OpenStreetMap,Lapulapu,memorial,,,10.3108102,124.0154921,
OpenStreetMap,The SYKE Studios,guest_house,,,11.1538632,123.8042519,
OpenStreetMap,TheEdge Sibonga-Fil-Am,restaurant,,,10.0154827,123.6191284,
OpenStreetMap,SAN ROQUE CHAPEL and SPORT COMPLEX,attraction,,,10.2793811,123.9342915,
OpenStreetMap,Coral Reef Hotel,apartment,,,10.2722648,123.9868673,
OpenStreetMap,Fly a Gyro Cebu,attraction,,,10.0109034,123.4212595,
OpenStreetMap,Honeybee Royal Inn,guest_house,,,10.3003206,123.8994844,
OpenStreetMap,Lagkaw,restaurant,,,10.3765679,123.6419137,
OpenStreetMap,Lebumfacil - Veloso Park,attraction,,,10.3577724,123.6131452,
OpenStreetMap,Gold's Gym,fitness_centre,,,10.3129069,123.8946029,
OpenStreetMap,Bato Cemetery,memorial,,,10.3479555,123.5942802,
OpenStreetMap,Deckons store,restaurant,,,10.2584175,123.8590748,
OpenStreetMap,TCH Bar & Grill,restaurant,,,10.4146421,123.8485308,
OpenStreetMap,Roadside Cafe,cafe,,,10.3017992,123.8984578,
OpenStreetMap,CEBU HI-Q,artwork,,,10.3904061,124.0016756,
OpenStreetMap,Kanna Coffee and Tea,cafe,,,10.3040923,123.912913,
