user_id,user_type,google_place_id,rating
u000,beach_lover,ChIJH7-Frg-hqTMRcR-eubefklo,3.63
u000,beach_lover,ChIJz_XF1U-ZqTMRLuh28VvaWq0,3.57
u000,beach_lover,ChIJ1x1EHOGbqTMR5_q34HlTerk,4.42
u000,beach_lover,ChIJpbDccACbqTMRJYVjO8bttgI,2.79
u000,beach_lover,ChIJT7kt7uGbqTMRE9pS3Ayv3ao,3.13
u000,beach_lover,ChIJwQ3KH9qYqTMRiX2vvF5-pcI,3.15
u000,beach_lover,ChIJ5-E8c0WZqTMRl_XfV23NVlI,5.0
u000,beach_lover,ChIJJ6QUUPKhqTMRNu715p48jA8,4.47
u000,beach_lover,ChIJrUuKapKVqzMRQvxRUEQqaqc,1.63
u000,beach_lover,ChIJ-5U3mZehqTMRyboNdkeoXsQ,4.13
u000,beach_lover,ChIJjwZQ6IvcqzMR0WqHoCd4ap4,3.19
u000,beach_lover,ChIJ56x_EsGbqzMR-DcsH4m41Z8,3.19
u000,beach_lover,ChIJOeNmWACVqzMRVj54zGvmqAc,1.69
u000,beach_lover,ChIJQRl4S1iZqTMRZzvp3uOXAFg,2.39
u000,beach_lover,ChIJv57vuByXqTMRVxIpurXB7Vg,1.67
u000,beach_lover,ChIJP_YPFwq9qTMRhff__b7AQqY,1.91
u000,beach_lover,ChIJm2Mp6xiZqTMRemzTwBMXRVk,2.02
u000,beach_lover,ChIJdcjIFgucqTMR-kymV6QRuqA,4.26
u000,beach_lover,ChIJ8z8T0ZWYqTMRE57h00Gphes,3.96
u000,beach_lover,ChIJAQAAAE2fqTMRzRCgt8lYPJQ,2.7
u000,beach_lover,ChIJ2cwbW-ObqTMR4tzhhkB7vR4,4.22
u000,beach_lover,ChIJyW0jcSeZqTMR0b9f4EWpuEc,4.91
u000,beach_lover,ChIJwY0vHOGbqTMRONDE_Nrwbcc,5.0
u000,beach_lover,ChIJfRI3rGyZqTMRBWJSbUL8GgA,3.63
u000,beach_lover,ChIJTTtaWgCZqTMRmExL0sIjxn8,4.49
u000,beach_lover,ChIJIZuZLe6fqTMRbFYuHglJhi8,4.94
u000,beach_lover,ChIJtSnELYSeqTMRQqPG-w9c_70,5.0
u000,beach_lover,ChIJKxKUzy2ZqTMRklrAkX2L0Dw,4.37
u000,beach_lover,ChIJQbvakUKZqTMREmJfSE0UT84,4.59
u000,beach_lover,ChIJHzm1fOSYqTMRC7axYsoc5cY,4.37
u000,beach_lover,ChIJx4Nv9uObqTMRGFMN-u7faPY,4.21
u000,beach_lover,ChIJC4MIgnKZqTMRWP3VNaYBOF4,1.86
u000,beach_lover,ChIJ2fq8nRidqTMRt671KgbUT8A,2.29
u000,beach_lover,ChIJLzAmDPGdqTMRN8TcyJ2LUeY,4.56
u000,beach_lover,ChIJ63Ev1YmfqTMRrgawI1Ce37g,1.88
u000,beach_lover,ChIJgS9PmPehqTMRyq8XLx6sGY0,4.99
u000,beach_lover,ChIJz96HUoFSqDMRiWAzJS1YPZE,4.81
u000,beach_lover,ChIJAQAAAPBRqDMRWZfsKI3-7dk,2.85
u000,beach_lover,ChIJmbvB_-m8qTMRlsBKWcnblBk,5.0
u000,beach_lover,ChIJS9SVyoSQqTMR_r6BdUQiRa8,4.65
u000,beach_lover,ChIJM15Hr4SQqTMRLloU8vBMML4,4.46
u000,beach_lover,ChIJQQLMF7WHqDMR36mJ20ZmU-g,2.06
u000,beach_lover,ChIJCc2YS2-7qTMRVPnFSJH-p7c,4.21
u000,beach_lover,ChIJGcYFFEiXqTMR4WARa1cjO_c,5.0
u000,beach_lover,ChIJq7kHmFZ4qTMROLtDWZlh1yM,4.55
u000,beach_lover,ChIJFQNCUQazqTMRxLeiIknm_YI,4.87
u000,beach_lover,ChIJs4prCHm6qTMR_Vc18KuwZRU,4.64
u000,beach_lover,ChIJGznepoK8qTMRnZIQyXW5e4Y,4.95
u000,beach_lover,ChIJkfuGOei8qTMRAbnPGN09L5k,4.29
u000,beach_lover,ChIJQzUaun4HqTMRxhV0lNxMGnw,4.65
u000,beach_lover,ChIJ-QlA2iyXqTMRL-gEYKw3WqU,5.0
u000,beach_lover,ChIJvcQXCSCPqTMRgWbEMr0Mr1o,5.0
u000,beach_lover,ChIJj7Op3Xy7qTMRX3GDH0PMHaM,4.38
u000,beach_lover,ChIJ_e8i95qQqTMRG0k2tgaKzFw,3.92
u000,beach_lover,ChIJ5YXPXZqQqTMRAUTXYe0eF_M,4.09
u000,beach_lover,ChIJy6VX_em8qTMRphzaa35CNsU,4.28
u000,beach_lover,ChIJ9Wo5rse9qTMR1kklgJYM2dM,4.59
u000,beach_lover,ChIJpXfpy4kNqTMRkeIWAsbO9U8,4.45
u000,beach_lover,ChIJN68K4BFiqTMRvCmAZH8gmgs,2.15
u000,beach_lover,ChIJKXD6cZeQqTMRwUq1gbgLimI,3.34
u000,beach_lover,ChIJiwISPsGXqTMRcH4hQWrOJlc,2.62
u000,beach_lover,ChIJfa2ejy-XqTMRwZUTlx45c_k,5.0
u000,beach_lover,ChIJ-xuu4Hq7qTMRTQKJtzK8dhI,5.0
u000,beach_lover,ChIJ5TdO_UaRqTMR4R_y76E3BhA,5.0
u000,beach_lover,ChIJW8wZWIOQqTMRuRdd8AgAwlI,4.91
u000,beach_lover,ChIJgdHK9fedqTMRjVz01w_oFj0,4.93
u000,beach_lover,ChIJyfdN_2-RqTMRqhCNpTasriQ,4.26
u000,beach_lover,ChIJJbfd4lSYqTMRS3ATC-Ydt6k,5.0
u000,beach_lover,ChIJv63SKwCfqTMRdWvwes3Vvmc,3.15
u000,beach_lover,ChIJ013nv-rBqzMRWtmyu0q6lNk,4.78
u000,beach_lover,ChIJSbkRxsygqTMRnMB8aYzITAk,4.71
u000,beach_lover,ChIJ4W49zRiVqzMRnw1Db0kd0dg,5.0
u000,beach_lover,ChIJgYn8TwKvqTMRF6EEG8vfAmY,4.24
u000,beach_lover,ChIJaZJt1dOeqTMRw3dscv0YQVM,2.68
u000,beach_lover,ChIJBdMP0hucqTMRLk-E6I6Sl04,2.96
u000,beach_lover,ChIJxZmjGUaZqTMRR5u5Tob6zGI,3.5
u000,beach_lover,ChIJk_BrJeKbqTMRy6lIrU8g27M,2.37
u000,beach_lover,ChIJg2LOh0iZqTMRObPelomTWUo,2.85
u000,beach_lover,ChIJU6ov8uWYqTMRfBoe2d_Z98g,1.79
u000,beach_lover,ChIJu7TeMLOeqTMROsAvDQ1aC4M,3.13
u000,beach_lover,ChIJK9q601OZqTMRhDhrA8ynZ8k,3.28
u000,beach_lover,ChIJLZkmkDWZqTMRkXbW7Bvx93E,2.53
u000,beach_lover,ChIJbUrAhEaZqTMR9e-HBedkeII,2.64
u000,beach_lover,ChIJRx1PrDaZqTMR5hWtt0Kd71w,3.12
u001,beach_lover,ChIJAeJQylufqTMRoYHzWBE4lzM,5.0
u001,beach_lover,ChIJSWEB-vehqTMRqKcQS5qhODE,3.06
u001,beach_lover,ChIJ5-E8c0WZqTMRl_XfV23NVlI,5.0
u001,beach_lover,ChIJJ6QUUPKhqTMRNu715p48jA8,4.63
u001,beach_lover,ChIJrUuKapKVqzMRQvxRUEQqaqc,3.38
u001,beach_lover,ChIJ-5U3mZehqTMRyboNdkeoXsQ,4.21
u001,beach_lover,ChIJzaFdmHHAqzMRzyRjfu-ZeDU,4.51
u001,beach_lover,ChIJPTWPS_6bqTMRToHjT4WgsQY,1.89
u001,beach_lover,ChIJP_YPFwq9qTMRhff__b7AQqY,1.52
u001,beach_lover,ChIJM7oYEkWZqTMRTTYgCz5HUaY,1.52
u001,beach_lover,ChIJzS-uWE6ZqTMR7yjRf5E9bt0,4.23
u001,beach_lover,ChIJD4VamGibqTMRVm86CV46lfY,2.33
u001,beach_lover,ChIJ40-A7RecqTMR3k8P-RT__BU,3.43
u001,beach_lover,ChIJAQAA0EuZqTMRa-VZiB1rJ0M,1.73
u001,beach_lover,ChIJsxkTKgCdqTMRSM0rYN4esCU,1.87
u001,beach_lover,ChIJ8z8T0ZWYqTMRE57h00Gphes,4.58
u001,beach_lover,ChIJzQIV3CGZqTMRlWk_9p1F2hQ,4.78
u001,beach_lover,ChIJyW0jcSeZqTMR0b9f4EWpuEc,4.39
u001,beach_lover,ChIJwY0vHOGbqTMRONDE_Nrwbcc,4.31
u001,beach_lover,ChIJTTtaWgCZqTMRmExL0sIjxn8,4.57
u001,beach_lover,ChIJIZuZLe6fqTMRbFYuHglJhi8,3.94
u001,beach_lover,ChIJUx46VEmiqTMRezSBgzolhYY,4.54
u001,beach_lover,ChIJtSnELYSeqTMRQqPG-w9c_70,5.0
u001,beach_lover,ChIJQbvakUKZqTMREmJfSE0UT84,4.48
u001,beach_lover,ChIJnymbkC6bqTMRg5714hrA8KQ,4.49
u001,beach_lover,ChIJHzm1fOSYqTMRC7axYsoc5cY,3.26
u001,beach_lover,ChIJoctHCzGfqTMRwbPMOYZszkI,4.76
u001,beach_lover,ChIJ4bEIWb6ZqTMRFS8ArYDXz6Q,3.65
u001,beach_lover,ChIJweRU5zqZqTMRgicIr3-9X-k,3.83
u001,beach_lover,ChIJZ_1qi7eYqTMRdAJlzBxSLtY,4.84
u001,beach_lover,ChIJAVOSl9OZqTMRKFuj71JIJUI,5.0
u001,beach_lover,ChIJe1YOacaZqTMRnoLk8S08RpA,3.83
u001,beach_lover,ChIJy7bCWACZqTMRwJqN2l380Xg,5.0
u001,beach_lover,ChIJ5ayiuvWaqTMRzLQGS4yTAl0,4.02
u001,beach_lover,ChIJz96HUoFSqDMRiWAzJS1YPZE,5.0
u001,beach_lover,ChIJpfHZ5QmdqzMREoJ6M-NUHDo,1.89
u001,beach_lover,ChIJ6ySGXsqQqTMRRk3pyfCJX50,5.0
u001,beach_lover,ChIJmbvB_-m8qTMRlsBKWcnblBk,3.85
u001,beach_lover,ChIJG9JQXumcqTMRWJgTND_Ta2o,3.95
u001,beach_lover,ChIJM15Hr4SQqTMRLloU8vBMML4,4.39
u001,beach_lover,ChIJCc2YS2-7qTMRVPnFSJH-p7c,5.0
u001,beach_lover,ChIJGcYFFEiXqTMR4WARa1cjO_c,5.0
u001,beach_lover,ChIJFQNCUQazqTMRxLeiIknm_YI,5.0
u001,beach_lover,ChIJs4prCHm6qTMR_Vc18KuwZRU,4.84
u001,beach_lover,ChIJ0_-59xx4qTMR0e8B4VG5C1o,4.71
u001,beach_lover,ChIJ-QlA2iyXqTMRL-gEYKw3WqU,4.76
u001,beach_lover,ChIJvcQXCSCPqTMRgWbEMr0Mr1o,4.32
u001,beach_lover,ChIJ-0VkX095qTMRUjEt7d9mKhc,4.22
u001,beach_lover,ChIJj7Op3Xy7qTMRX3GDH0PMHaM,4.66
u001,beach_lover,ChIJ_e8i95qQqTMRG0k2tgaKzFw,4.42
u001,beach_lover,ChIJ5YXPXZqQqTMRAUTXYe0eF_M,4.1
u001,beach_lover,ChIJy6VX_em8qTMRphzaa35CNsU,4.87
u001,beach_lover,ChIJ9Wo5rse9qTMR1kklgJYM2dM,4.53
u001,beach_lover,ChIJn1CSWraQqTMRfev5vyg8Jjk,3.54
u001,beach_lover,ChIJIcZcTHmaqTMRGucL2_tRCFs,4.78
u001,beach_lover,ChIJz9Y5qGmZqTMRl2Lc5DD9XmM,4.62
u001,beach_lover,ChIJfa2ejy-XqTMRwZUTlx45c_k,5.0
u001,beach_lover,ChIJ-xuu4Hq7qTMRTQKJtzK8dhI,3.71
u001,beach_lover,ChIJ5TdO_UaRqTMR4R_y76E3BhA,4.23
u001,beach_lover,ChIJ8RtLpW-bqTMRTGQRKoauawU,4.23
u001,beach_lover,ChIJl1vJPAiXqTMRjzZO0OrewfA,2.0
u001,beach_lover,ChIJldAx2Al_qTMROtLD4K5oONo,4.63
u001,beach_lover,ChIJP14r2qViqDMRl3szqgqBl0Q,3.9
u001,beach_lover,ChIJyfdN_2-RqTMRqhCNpTasriQ,4.2
u001,beach_lover,ChIJzx5BolKZqTMR3hpd77w-Fac,5.0
u001,beach_lover,ChIJlWV0slufqTMRJeUsvOHkDBo,5.0
u001,beach_lover,ChIJA-UVq9mhqTMRLYWCoQlHlKk,5.0
u001,beach_lover,ChIJd_jrWVWZqTMRxkCd_5mYRjs,4.92
u001,beach_lover,ChIJT-YJdY6hqTMRDrz-csRelYA,4.02
u001,beach_lover,ChIJK7Jd7xWZqTMRv1lhz-p5i2g,2.16
u001,beach_lover,ChIJSbkRxsygqTMRnMB8aYzITAk,4.71
u001,beach_lover,ChIJOeOaYJ-eqTMRfWFJ4na_pHc,4.04
u001,beach_lover,ChIJaZJt1dOeqTMRw3dscv0YQVM,3.33
u001,beach_lover,ChIJ1UYhmyaZqTMR8mOrYOgwLUY,1.44
u001,beach_lover,ChIJt0v6Yk2ZqTMRJYks04He-RY,1.64
u001,beach_lover,ChIJbXkmC9eZqTMRXfP8h1eanOg,2.0
u001,beach_lover,ChIJP29DZsOZqTMRyi5f6kTCqag,1.9
u001,beach_lover,ChIJI7_IFEqZqTMRoSqQr27S8XU,3.2
u001,beach_lover,ChIJg8iXiB-ZqTMRbdDuu583FCs,2.87
u002,beach_lover,ChIJkRLIDF2ZqTMRYsvjh5V6j3M,2.76
u002,beach_lover,ChIJtUqLDKibqTMRvX48jFWyLX8,2.93
u002,beach_lover,ChIJ1x1EHOGbqTMR5_q34HlTerk,5.0
u002,beach_lover,ChIJocIZfv6bqTMRMHD_dmj-wqg,2.47
u002,beach_lover,ChIJAaoG--ObqTMRRGDPktel7bk,2.69
u002,beach_lover,ChIJT7kt7uGbqTMRE9pS3Ayv3ao,2.48
u002,beach_lover,ChIJS5JJOgadqTMRUJqM5_VlPyo,3.22
u002,beach_lover,ChIJR3ruO0WfqTMRGBL1kQa3o_k,3.39
u002,beach_lover,ChIJJ6QUUPKhqTMRNu715p48jA8,4.86
u002,beach_lover,ChIJQRl4S1iZqTMRZzvp3uOXAFg,1.46
u002,beach_lover,ChIJf4X5EVeZqTMRQ_EpX26alNA,2.33
u002,beach_lover,ChIJzS-uWE6ZqTMR7yjRf5E9bt0,5.0
u002,beach_lover,ChIJi90hrk6ZqTMRpSo_IcOSSrU,3.01
u002,beach_lover,ChIJRYgcrqV5qTMRatgajOsUJiE,1.82
u002,beach_lover,ChIJpfi_g_WaqTMRbZPSsZ7-BsU,1.62
u002,beach_lover,ChIJm1S9B92ZqTMRcvwrwgnkgN4,2.09
u002,beach_lover,ChIJ8z8T0ZWYqTMRE57h00Gphes,4.03
u002,beach_lover,ChIJIZuZLe6fqTMRbFYuHglJhi8,5.0
u002,beach_lover,ChIJtSnELYSeqTMRQqPG-w9c_70,5.0
u002,beach_lover,ChIJx537uT2fqTMRrXbUsCzgeTg,4.41
u002,beach_lover,ChIJNT-ySLOjqTMR0X8ElltDdHY,5.0
u002,beach_lover,ChIJQbvakUKZqTMREmJfSE0UT84,5.0
u002,beach_lover,ChIJHzm1fOSYqTMRC7axYsoc5cY,5.0
u002,beach_lover,ChIJoctHCzGfqTMRwbPMOYZszkI,4.25
u002,beach_lover,ChIJ4bEIWb6ZqTMRFS8ArYDXz6Q,4.51
u002,beach_lover,ChIJweRU5zqZqTMRgicIr3-9X-k,5.0
u002,beach_lover,ChIJC4MIgnKZqTMRWP3VNaYBOF4,1.56
u002,beach_lover,ChIJZ_1qi7eYqTMRdAJlzBxSLtY,4.86
